project_name,oneliner,project_namespace,project_url,topics,rubric,last_update,stargazers_count,dominating_languages,organization,languages,homepage,created,license,total_commits_last_year,last_issue_closed,issue_labels,good_first_issue,contributors,organization_avatar,funding
caliver,CALIbration and VERification of gridded fire danger models.,ecmwf,https://github.com/ecmwf/caliver.git,"natural-hazard,geospatial-data,verification,calibration,netcdf,r,wildfire",Life Forms and Biodiversity,"2021/09/19, 02:02:14",16,R,ecmwf,"R,Dockerfile",https://ecmwf.github.io/caliver,"2016/11/08, 16:11:16",GPL-3.0,88,"2021/03/18, 13:35:05","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/6368067?v=4,
Global Forest Watch,"An online, global and near real-time forest monitoring tool.",Vizzuality,https://github.com/Vizzuality/gfw.git,"forest-monitoring,satellite-imagery,mapbox,deforestation,nextjs,react,redux",Life Forms and Biodiversity,"2021/10/15, 08:37:06",204,JavaScript,Vizzuality,"JavaScript,SCSS,HTML",https://www.globalforestwatch.org,"2012/05/17, 11:16:15",MIT,876,"2021/10/15, 08:37:02","awaiting approval,awaiting feedback,blocked,bugfix,dependencies,deploy,develop,do not merge,feature,feature flag,fires,fires-widgets,hotfix,javascript,map,preprod,ready to review,ruby,security,staging,TCL 2019,tcl-2019,unscoped,waiting for data,WIP",0,58,https://avatars.githubusercontent.com/u/305994?v=4,
gfw-mapbuilder,A library to build custom Forest Atlas web applications.,wri,https://github.com/wri/gfw-mapbuilder.git,"gfw,esri-js,website",Life Forms and Biodiversity,"2021/10/13, 10:29:30",27,TypeScript,wri,"TypeScript,JavaScript,SCSS,HTML",https://wri.github.io/gfw-mapbuilder/,"2016/03/04, 20:08:54",MIT,120,"2021/10/13, 10:29:13","4.x Upgrade,blocked,bug,Code Cleanup,dependencies,Exemplar,hacktoberfest,help wanted,high priority,HIGHEST priority,HOLD,in-contract,low priority,medium priority,performance,quick PR,share-functionality,typescript,WCS",0,18,https://avatars.githubusercontent.com/u/4615146?v=4,
taxize,Allows users to search over many taxonomic data sources for species names (scientific and common) and download up and downstream taxonomic hierarchical information.,ropensci,https://github.com/ropensci/taxize.git,"taxonomy,data,api,biodiversity,biology,rstats,nomenclature,darwincore,taxize,api-wrapper,r,r-package",Life Forms and Biodiversity,"2021/10/05, 14:18:21",221,R,ropensci,"R,Makefile",https://docs.ropensci.org/taxize,"2011/05/19, 15:05:33",CUSTOM,42,"2021/09/24, 20:25:12","bug,consistent_api,cran-release,datasources,deprecate_defunct,docker,docs,EOL,feature,fromemail,get_classification,good-first-issue,hacktoberfest,in progress,iucn,later,local_data,manuscript,os:windows,question,sql,tnrs,urgent",0,32,https://avatars.githubusercontent.com/u/1200269?v=4,
rgbif,Interface to the Global Biodiversity Information Facility API.,ropensci,https://github.com/ropensci/rgbif.git,"gbif,api,data,biodiversity,species,rstats,r,spocc,r-package,lifewatch,oscibio",Life Forms and Biodiversity,"2021/10/15, 15:03:30",116,R,ropensci,"R,HTML,Makefile",https://docs.ropensci.org/rgbif,"2011/08/26, 11:28:18",CUSTOM,103,"2021/10/15, 14:31:41","Bug,docs,downloads,duplicate,fromemail,good-first-issue,hacktoberfest,idea,maps-api,newapi,noturgent,occ-issues,oldapi,on-hold,question,queue,someday,windows",0,15,https://avatars.githubusercontent.com/u/1200269?v=4,
Global Biotic Interactions,Global Biotic Interactions provides access to existing species interaction datasets.,globalbioticinteractions,https://github.com/globalbioticinteractions/globalbioticinteractions.git,"eol,ecology,biology,ecoinformatics,globi,species-interactions,bioinformatics,etl-framework,food-webs,pollinators,diseases,parasites,biodiversity,diet",Life Forms and Biodiversity,"2021/10/14, 21:20:13",76,Java,globalbioticinteractions,"Java,HTML,Shell",https://globalbioticinteractions.org,"2011/09/28, 21:51:47",GPL-3.0,434,"2021/10/13, 21:11:55","bug,data management,dependencies,documentation,experimental,external issue,globi3,manual transcription,needs data review,needs parser,needs vocabulary / ontology,new data,new feature,non-open data,optimization,workaround exists",0,11,https://avatars.githubusercontent.com/u/9599468?v=4,
lidR,An R package for airborne LiDAR data manipulation and visualization for forestry application.,Jean-Romain,https://github.com/Jean-Romain/lidR.git,"point-cloud,lidar,las,laz,r,als,forestry",Life Forms and Biodiversity,"2021/10/17, 17:28:16",339,R,,"R,C++,C",https://CRAN.R-project.org/package=lidR ,"2016/02/17, 11:47:38",GPL-3.0,260,"2021/10/15, 16:11:01","Bug,Devel,Documentation,Duplicate,Enhancement,Feature request,Not lidR,Question,Rejected request,Request,rlas,Segfault,Windows,Wontfix",0,14,https://avatars.githubusercontent.com/u/9599468?v=4,
Digital Forestry Toolbox,A collection of digital forestry tools for Matlab/Octave.,mparkan,https://github.com/mparkan/Digital-Forestry-Toolbox.git,"digital-forestry-toolbox,forest,matlab,lidar,remote-sensing,laser,forestry,asprs,point-cloud,octave,laser-scanning,vegetation",Life Forms and Biodiversity,"2021/09/30, 17:50:41",32,MATLAB,,MATLAB,http://mparkan.github.io/Digital-Forestry-Toolbox/,"2016/05/13, 07:30:11",GPL-3.0,4,"2021/06/21, 15:25:49","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/9599468?v=4,
DeepForest,Python Package for Tree Crown Detection in Airborne RGB imagery.,weecology,https://github.com/weecology/DeepForest.git,,Life Forms and Biodiversity,"2021/10/17, 21:43:28",192,JavaScript,weecology,"JavaScript,Python,CSS",https://deepforest.readthedocs.io/,"2018/03/07, 20:22:58",MIT,410,"2021/10/07, 14:21:32","bug,dependencies,Docs,duplicate,enhancement,good first issue,help wanted,image,installation,invalid,Performance,question,stale,tensorflow,test&review,wontfix",1,7,https://avatars.githubusercontent.com/u/1156696?v=4,
NeonTreeEvaluation,"Benchmark dataset for tree detection for airborne RGB, Hyperspectral and LIDAR imagery.",weecology,https://github.com/weecology/NeonTreeEvaluation.git,,Life Forms and Biodiversity,"2021/10/17, 21:43:36",53,Python,weecology,"Python,R,Shell",,"2018/11/13, 21:59:30",CC0-1.0,58,"2021/09/04, 23:34:46","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/1156696?v=4,
PyCrown,Fast raster-based individual tree segmentation for LiDAR data.,manaakiwhenua,https://github.com/manaakiwhenua/pycrown.git,"tree,crowns,segmentation,lidar,python,numba,trees",Life Forms and Biodiversity,"2021/10/02, 10:26:45",71,Python,manaakiwhenua,"Python,Jupyter Notebook",https://datastore.landcareresearch.co.nz/dataset/pycrown,"2019/05/29, 03:16:33",GPL-3.0,0,"2020/12/29, 13:37:36","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/47998937?v=4,
OpenTreeMap,"A collaborative platform for crowdsourced tree inventory, ecosystem services calculations, urban forestry analysis and community engagement.",OpenTreeMap,https://github.com/OpenTreeMap/otm-core.git,,Life Forms and Biodiversity,"2021/10/16, 22:50:48",163,Python,OpenTreeMap,"Python,JavaScript,HTML,CSS,Shell",www.opentreemap.org,"2013/02/19, 15:11:04",CUSTOM,0,"2021/09/07, 23:56:01","+,1,blocked,bug,contributing,customer,dcnr,dependencies,design,enhancement,high,in progress,in review,javascript,l10n,low,medium,operations,otm release,priority backlog,production,python,question,queue,tech debt,tested on staging,tested/verified,wmm",0,25,https://avatars.githubusercontent.com/u/1125635?v=4,
DeepTreeAttention,Hyperspectral Image Classification with Attention Aided CNNs.,weecology,https://github.com/weecology/DeepTreeAttention.git,,Life Forms and Biodiversity,"2021/10/17, 04:51:14",43,Python,weecology,"Python,Shell",,"2020/06/01, 14:14:29",MIT,1082,"2021/10/12, 18:34:08","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/1156696?v=4,
rebird,"A package to interface with the eBird webservices a real-time, online bird checklist program.",ropensci,https://github.com/ropensci/rebird.git,"ebird,rstats,birds,ebird-api,r,ebird-webservices,spocc,r-package",Life Forms and Biodiversity,"2021/10/04, 13:30:27",57,R,ropensci,"R,Makefile",https://docs.ropensci.org/rebird,"2012/02/09, 21:35:39",CUSTOM,50,"2021/01/25, 18:04:43","Beginner,Bug",0,10,https://avatars.githubusercontent.com/u/1200269?v=4,
rredlist,An R client for the IUCN Red List of threatened and endangered species.,ropensci,https://github.com/ropensci/rredlist.git,"conservation,api-wrapper,biodiversity,rstats,iucn-red-list,iucn,r,r-package,taxize",Life Forms and Biodiversity,"2021/10/03, 01:20:34",28,R,ropensci,"R,Makefile",https://docs.ropensci.org/rredlist,"2016/01/22, 23:11:17",CUSTOM,4,"2020/12/30, 17:04:09","Beginner,bug,hacktoberfest,help wanted,question",0,2,https://avatars.githubusercontent.com/u/1200269?v=4,
PyETo,"A Python library for calculating reference crop evapotranspiration, sometimes referred to as potential evapotranspiration.",woodcrafty,https://github.com/woodcrafty/PyETo.git,,Life Forms and Biodiversity,"2021/10/13, 23:43:02",89,Python,,Python,,"2015/04/08, 19:27:53",BSD-3-Clause,0,"2021/05/25, 21:16:12","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/1200269?v=4,
burnr,Basic tools to analyze forest fire history data (e.g. FHX) in R.,ltrr-arizona-edu,https://github.com/ltrr-arizona-edu/burnr.git,"scientific,ecology,dendrochronology,statistics,plot,r,forestfire,cran,citation",Life Forms and Biodiversity,"2021/03/22, 18:23:58",11,R,ltrr-arizona-edu,R,https://ltrr-arizona-edu.github.io/burnr/,"2012/08/03, 22:12:47",BSD-3-Clause,34,"2021/03/22, 18:19:51","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question",0,2,https://avatars.githubusercontent.com/u/5680763?v=4,
forestmangr,An R package for forest mensuration and management.,sollano,https://github.com/sollano/forestmangr.git,,Life Forms and Biodiversity,"2021/10/04, 00:47:56",10,R,,R,,"2018/10/08, 19:59:13",CUSTOM,33,"2021/08/15, 21:46:57","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/5680763?v=4,
CART,"The Conservation Assessment Ranking Tool is designed for use in the conservation planning process to assess resource concerns, planned practices and site vulnerability.",jneme910,https://github.com/jneme910/CART.git,"resource-assessment,intrinsic-soil-properties,soil-quality-degradation,soils-data,conservation-assessment-ranking,cart,land-unit,risk,ranking,conservation-practices,ssurgo,nrcs,usda,usda-nrcs,soil-data-access,conservation,assessment,ranking-tool",Life Forms and Biodiversity,"2021/10/01, 13:06:28",6,HTML,,"HTML,TSQL,Python,JavaScript,CSS",https://jneme910.github.io/CART/,"2019/04/05, 15:52:13",CUSTOM,41,"2021/08/15, 21:46:57","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/5680763?v=4,
forest-prediction,Deep learning for deforestation classification and forecasting in satellite imagery.,DS3Lab,https://github.com/DS3Lab/forest-prediction.git,,Life Forms and Biodiversity,"2021/05/19, 11:51:37",12,Python,DS3Lab,"Python,Shell,MATLAB,TeX,Dockerfile",,"2019/07/25, 13:12:08",CUSTOM,1,"2021/09/08, 01:21:33","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/20972509?v=4,
BIRDS,This set of tools has been developed for systematizing biodiversity data review in order to evaluate whether a set of species observation are fit-for-use and help take decisions upon its use on further analysis.,Greensway,https://github.com/Greensway/BIRDS.git,"rstats,gbif,sampling-effort,reported-species,species-observed,biodiversity-data,data-gaps,biodiversity-informatics",Life Forms and Biodiversity,"2021/08/23, 08:42:09",5,R,,R,https://greensway.github.io/BIRDS/,"2019/07/26, 16:20:40",GPL-3.0,90,"2021/07/19, 13:51:06","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,4,https://avatars.githubusercontent.com/u/20972509?v=4,
PlantCV,Plant phenotyping using computer vision.,danforthcenter,https://github.com/danforthcenter/plantcv.git,"science,bioinformatics,image-analysis,plant-phenotyping,plantcv",Life Forms and Biodiversity,"2021/10/12, 05:29:06",406,Python,danforthcenter,"Python,Shell,R,Dockerfile",,"2014/03/14, 18:24:23",MIT,865,"2021/10/13, 16:36:45","bug,bugfix,documentation,enhancement,Epic,help wanted,morphology-subpackage,new feature,ready to review,testing,work in progress",0,32,https://avatars.githubusercontent.com/u/9678079?v=4,
FATES,"A cohort model of vegetation competition and co-existence, allowing a representation of the biosphere which accounts for the division of the land surface into successional stages.",NGEET,https://github.com/NGEET/fates.git,,Life Forms and Biodiversity,"2021/10/13, 20:32:33",64,Fortran,NGEET,"Fortran,Python,Shell,CMake",,"2015/12/09, 23:18:30",CUSTOM,241,"2021/10/12, 19:17:02","bug - science,bug - software engineering,bug - unknown,ctsm,discussion,duplicate,enhancement,help wanted,High Priority,invalid,porting,PR status: Needs Review,PR status: Not Ready,PR status: Ready,question,tag: next,type: Bug Fix,type: tools,wontfix",0,21,https://avatars.githubusercontent.com/u/14792952?v=4,
forestatrisk,A Python package to model and forecast the risk of deforestation.,ghislainv,https://github.com/ghislainv/forestatrisk.git,"python,land-use-change,spatial-modelling,spatial-analysis,forecasting,spatial-autocorrelation,tropical-forests,roads,protected-areas,biodiversity-scenario,ipbes,co2-emissions,ipcc,forest-cover-change,deforestation,deforestation-risk,redd",Life Forms and Biodiversity,"2021/10/02, 15:41:45",36,Python,,"Python,C,TeX,Shell,Makefile,CSS",https://ecology.ghislainv.fr/forestatrisk,"2016/12/01, 10:45:12",GPL-3.0,105,"2021/07/07, 10:03:12","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/14792952?v=4,
Pyrovision,Computer vision library for wildfire detection.,pyronear,https://github.com/pyronear/pyro-vision.git,"wildfire,python,deep-learning,pytorch,image-classification,object-detection,keypoint-detection,computer-vision,torchvision,resnet,densenet,mobilenetv2",Life Forms and Biodiversity,"2021/09/29, 18:45:48",32,Python,pyronear,"Python,Dockerfile",https://pyronear.org/pyro-vision/,"2019/09/08, 13:15:41",AGPL-3.0,28,"2021/07/11, 12:39:48","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,module: datasets,module: models,module: nn,module: references,module: scripts,module: test,module: utils,question,topic: build,topic: ci,topic: docker,wontfix",0,7,https://avatars.githubusercontent.com/u/61667887?v=4,
auk,eBird Data Extraction and Processing in R.,CornellLabofOrnithology,https://github.com/CornellLabofOrnithology/auk.git,"r,ebird,dataset",Life Forms and Biodiversity,"2021/10/07, 09:48:06",92,R,CornellLabofOrnithology,R,https://CornellLabofOrnithology.github.io/auk/,"2017/07/01, 20:28:25",CUSTOM,9,"2021/06/22, 06:10:31","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/1395442?v=4,
spocc,An R package to query and collect species occurrence data from many sources.,ropensci,https://github.com/ropensci/spocc.git,"gbif,vertnet,ecoengine,antweb,ebird,data,api,rstats,r,species,inaturalist,idigbio,obis,bison,species-occurrence,occurrence,spocc,r-package",Life Forms and Biodiversity,"2021/10/06, 15:05:03",89,R,ropensci,"R,Makefile",https://docs.ropensci.org/spocc,"2013/09/05, 16:46:13",CUSTOM,29,"2021/09/23, 12:40:25","Beginner,bug,cleaning,datasource,dedup,docs,feature,idigbio,maps,metadata,question,tests",0,8,https://avatars.githubusercontent.com/u/1200269?v=4,
